"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"TLX","TELIX PHARMACEUTICALS LIMITED","2017-11-15","Pharmaceuticals, Biotechnology & Life Sciences",1302063318
"TMB","TAMBOURAH METALS LTD","2021-08-12","Materials",14113137
"TMG","TRIGG MINING LTD.","2019-10-03","Materials",14961237
"TMH","THE MARKET HERALD LIMITED","2016-09-15","Media & Entertainment",78091614
"TMK","TMK ENERGY LIMITED","2008-07-10","Energy",28800000
"TML","TIMAH RESOURCES LIMITED","2015-09-16","Utilities",6418599
"TMR","TEMPUS RESOURCES LTD","2018-08-15","Materials",9638094
"TMS","TENNANT MINERALS LIMITED","2004-08-17","Materials",24046474
"TMT","TECHNOLOGY METALS AUSTRALIA LIMITED","2016-12-21","Materials",77166419
"TMX","TERRAIN MINERALS LIMITED","2006-03-23","Materials",7607610
"TMZ","THOMSON RESOURCES LIMITED","2010-12-17","Materials",19182674
"TNE","TECHNOLOGY ONE LIMITED","1999-12-08","Software & Services",3257007425
"TNG","TNG LIMITED","1971-02-18","Materials",99966112
"TNP","TRIPLE ENERGY LIMITED","2005-12-14","Energy","N/A"
"TNT","TESSERENT LIMITED","2016-02-15","Software & Services",163563845
"TNY","TINYBEANS GROUP LTD","2017-04-21","Media & Entertainment",18923794
"TOE","TORO ENERGY LIMITED","2006-03-24","Energy",68203488
"TON","TRITON MINERALS LTD","2009-08-14","Materials",35245957
"TOP","THORNEY OPPORTUNITIES LTD","2000-03-22","Not Applic",97800965
"TOR","TORQUE METALS LIMITED..","2021-06-25","Materials",17886759
"TOT","360 CAPITAL REIT","2015-04-22","Diversified Financials",124505067
"TOU","TLOU ENERGY LIMITED","2013-04-09","Energy",21006966
"TOY","TOYS'R'US ANZ LIMITED","2000-09-14","Retailing",76705645
"TPC","TPC CONSOLIDATED LIMITED","2007-07-16","Utilities",23206251
"TPD","TALON ENERGY LTD","2013-02-28","Energy",67180316
"TPG","TPG TELECOM LIMITED.","2020-06-30","Telecommunication Services",10635434347
"TPO","TIAN POH RESOURCES LIMITED","2014-11-11","Materials","N/A"
"TPP","TEMPO AUSTRALIA LTD","1980-12-04","Commercial & Professional Services",26581892
"TPW","TEMPLE & WEBSTER GROUP LTD","2015-12-10","Retailing",512186978
"TRA","TURNERS AUTOMOTIVE GROUP LIMITED","2017-07-28","Retailing",279725056
"TRJ","TRAJAN GROUP HOLDINGS LIMITED","2021-06-07","Pharmaceuticals, Biotechnology & Life Sciences",352702191
"TRM","TRUSCOTT MINING CORPORATION LIMITED","2007-04-18","Materials",7293194
"TRP","TISSUE REPAIR LTD","2021-11-18","Pharmaceuticals, Biotechnology & Life Sciences",16930156
"TRS","THE REJECT SHOP LIMITED","2004-06-01","Retailing",135676242
"TRT","TODD RIVER RESOURCES LIMITED","2017-04-06","Materials",22305437
"TRU","TRUSCREEN GROUP LIMITED","2021-01-06","Health Care Equipment & Services",19957644
"TRY","TROY RESOURCES LIMITED","1987-03-05","Materials","N/A"
"TSC","TWENTY SEVEN CO. LIMITED","2006-10-18","Energy",7982442
"TSI","TOP SHELF INTERNATIONAL HOLDINGS LTD","2020-12-10","Food, Beverage & Tobacco",89485108
"TSL","TITANIUM SANDS LIMITED","1988-12-22","Materials",20135347
"TSN","THE SUSTAINABLE NUTRITION GROUP LTD","2003-12-23","Food, Beverage & Tobacco","N/A"
"TSO","TESORO GOLD LTD","2004-01-28","Materials",50132683
"TTA","TTA HOLDINGS LIMITED","2006-02-16","Retailing",3710432
"TTB","TOTAL BRAIN LIMITED","2001-08-28","Health Care Equipment & Services",12005202
"TTI","TRAFFIC TECHNOLOGIES LTD.","1998-02-17","Transportation",14443404
"TTM","TITAN MINERALS LIMITED","2006-11-15","Materials",112777643
"TTT","TITOMIC LIMITED","2017-09-21","Materials",33313444
"TUA","TUAS LIMITED","2020-06-30","Telecommunication Services",568288551
"TUL","TULLA RESOURCES PLC","2021-03-18","Materials",156120005
"TVL","TOUCH VENTURES LIMITED","2021-09-29","Diversified Financials",99871782
"TWD","TAMAWOOD LIMITED","2000-08-14","Consumer Durables & Apparel",89330367
"TWE","TREASURY WINE ESTATES LIMITED","2011-05-10","Food, Beverage & Tobacco",8431186696
"TWR","TOWER LIMITED","1999-09-28","Insurance",239074912
"TYM","TYMLEZ GROUP LIMITED","2018-12-13","Software & Services",29605546
"TYR","TYRO PAYMENTS LIMITED","2019-12-06","Software & Services",537902140
"TYX","TYRANNA RESOURCES LIMITED","2007-07-11","Materials",11811246
"TZL","TZ LIMITED","1987-01-22","Technology Hardware & Equipment",24497893
"TZN","TERRAMIN AUSTRALIA LIMITED.","2003-12-23","Materials",84662509
"UBI","UNIVERSAL BIOSENSORS INC.","2006-12-13","Health Care Equipment & Services",78061499
"UBIN","UNIVERSAL BIOSENSORS INC.","2006-12-13","Health Care Equipment & Services",78061499
"UBN","URBANISE.COM LIMITED","2014-09-22","Software & Services",36451581
"UCM","USCOM LIMITED","2003-12-10","Health Care Equipment & Services",16528540
"UMG","UNITED MALT GROUP LIMITED","2020-03-24","Food, Beverage & Tobacco",1109954591
"UNI","UNIVERSAL STORE HOLDINGS LIMITED","2020-11-16","Retailing",308886428
"UOS","UNITED OVERSEAS AUSTRALIA LIMITED","1988-02-17","Real Estate",913761081
"URF","US MASTERS RESIDENTIAL PROPERTY FUND","2012-07-23","Real Estate",112268713
"URW","UNIBAIL-RODAMCO-WESTFIELD","2018-05-31","Real Estate",13601386582
"USQ","US STUDENT HOUSING REIT","2022-03-08","Real Estate",72203583
"UUL","ULTIMA UNITED LIMITED","2007-06-01","Real Estate",5498064
"UUV","UUV AQUABOTIX LTD","2017-04-28","Capital Goods","N/A"
"UVA","UVRE LIMITED",,"Materials",0
"UWL","UNITI GROUP LIMITED","2019-02-13","Telecommunication Services",3347861680
"VAL","VALOR RESOURCES LIMITED","1997-08-29","Materials",29235337
"VAN","VANGO MINING LIMITED","2005-03-08","Materials",54177318
"VAR","VARISCAN MINES LIMITED","1987-08-20","Materials",8535425
"VBC","VERBREC LIMITED","2007-12-11","Capital Goods",27684521
"VBS","VECTUS BIOSYSTEMS LIMITED","2016-02-23","Pharmaceuticals, Biotechnology & Life Sciences",43321362
"VCX","VICINITY CENTRES","2011-12-05","Real Estate",8444470789
"VEA","VIVA ENERGY GROUP LIMITED","2018-07-13","Energy",4421747817
"VEE","VEEM LTD","2016-10-26","Capital Goods",88217644
"VEN","VINTAGE ENERGY LTD","2018-09-17","Energy",57454953
"VG1","VGI PARTNERS GLOBAL INVESTMENTS LIMITED","2017-09-28","Not Applic",589703979
"VG8","VGI PARTNERS ASIAN INVESTMENTS LIMITED","2019-11-13","Not Applic",401829493
"VGI","VGI PARTNERS LIMITED","2019-06-21","Diversified Financials",275671539
"VGL","VISTA GROUP INTERNATIONAL LIMITED.","2014-08-11","Software & Services",310145484
"VHT","VOLPARA HEALTH TECHNOLOGIES LIMITED","2016-04-27","Health Care Equipment & Services",190210986
"VIA","VIAGOLD RARE EARTH RESOURCES HOLDINGS LIMITED","1996-02-07","Materials","N/A"
"VIG","VICTOR GROUP HOLDINGS LIMITED","2014-05-09","Software & Services",17166800
"VIP","VIP GLOVES LTD","1997-02-05","Health Care Equipment & Services",12588503
"VKA","VIKING MINES LIMITED","2010-05-12","Materials",8202067
"VLS","VITA LIFE SCIENCES LIMITED..","2007-08-23","Pharmaceuticals, Biotechnology & Life Sciences",95647702
"VMC","VENUS METALS CORPORATION LIMITED","2007-06-12","Materials",24927983
"VMG","VDM GROUP LIMITED","2006-02-15","Capital Goods",13855322
"VML","VITAL METALS LIMITED","2005-10-11","Materials",225206087
"VMM","VIRIDIS MINING AND MINERALS LIMITED","2022-01-24","Materials",9911409
"VMS","VENTURE MINERALS LIMITED","2006-09-22","Materials",66798304
"VMT","VMOTO LIMITED","2002-01-31","Automobiles & Components",107416196
"VMY","VIMY RESOURCES LIMITED","2008-05-23","Energy",202745081
"VN8","VONEX LIMITED..","2018-06-13","Telecommunication Services",26681691
"VNT","VENTIA SERVICES GROUP LIMITED","2021-11-19","Capital Goods",2181485335
"VOL","VICTORY OFFICES LIMITED","2019-06-14","Real Estate",8839489
"VOR","VORTIV LIMITED","2001-08-08","Software & Services",10608541
"VPR","VOLT POWER GROUP LIMITED","1991-04-18","Utilities",23361334
"VR1","VECTION TECHNOLOGIES LTD","2017-03-17","Software & Services",75474852
"VR8","VANADIUM RESOURCES LIMITED","2017-11-03","Materials",52086361
"VRC","VOLT RESOURCES LIMITED","2003-12-19","Materials",60925662
"VRS","VERIS LIMITED","2008-06-25","Commercial & Professional Services",35091214
"VRT","VIRTUS HEALTH LIMITED","2013-06-11","Health Care Equipment & Services",697126517
"VRX","VRX SILICA LIMITED","2011-02-24","Materials",97720530
"VSL","VULCAN STEEL LIMITED","2021-11-04","Materials",1159023605
"VTG","VITA GROUP LIMITED","2005-11-02","Retailing",46606035
"VTI","VISIONEERING TECHNOLOGIES INC.","2017-03-28","Health Care Equipment & Services",8891307
"VTX","VERTEX MINERALS LIMITED","2021-11-22","Materials",6331000
"VUK","VIRGIN MONEY UK PLC","2016-02-03","Banks",3838087158
"VUL","VULCAN ENERGY RESOURCES LIMITED","2018-05-30","Materials",946528197
"VVA","VIVA LEISURE LIMITED","2019-06-07","Consumer Services",140537357
"VYS","VYSARN LIMITED","2007-12-14","Materials",31748425
"W2V","WAY 2 VAT LTD.","2021-09-17","Software & Services",7372141
"WA1","WA1 RESOURCES LTD","2022-02-08","Materials",8064000
"WAA","WAM ACTIVE LIMITED","2008-01-11","Not Applic",70123071
"WAF","WEST AFRICAN RESOURCES LIMITED","2010-06-11","Materials",1296707774
"WAK","WA KAOLIN LIMITED","2020-11-26","Materials",63268379
"WAM","WAM CAPITAL LIMITED","1999-08-12","Not Applic",2229457050
"WAR","WAM STRATEGIC VALUE LIMITED","2021-06-28","Not Applic",194535822
"WAT","WATERCO LIMITED","1989-03-23","Consumer Durables & Apparel",127811617
"WAX","WAM RESEARCH LIMITED","2003-08-19","Not Applic",287156183
"WBC","WESTPAC BANKING CORPORATION","1970-07-18","Banks",83676951887
"WBE","WHITEBARK ENERGY LTD","2004-03-10","Energy","N/A"
"WBT","WEEBIT NANO LTD","2010-12-21","Technology Hardware & Equipment",429036793
"WC1","WEST COBAR METALS LIMITED","2021-10-01","Materials",5395000
"WC8","WILDCAT RESOURCES LIMITED","2004-08-04","Materials",21294000
"WCG","WEBCENTRAL LTD","1999-12-14","Software & Services",75458543
"WCN","WHITE CLIFF MINERALS LIMITED","2007-12-14","Materials",13072067
"WDS","WOODSIDE ENERGY GROUP LTD","1971-11-18","Energy",28633841949
"WEB","WEBJET LIMITED","1997-11-19","Retailing",2218372245
"WEC","WHITE ENERGY COMPANY LIMITED","1999-07-23","Energy",10842702
"WEL","WINCHESTER ENERGY LTD","2014-09-23","Energy",14143077
"WES","WESFARMERS LIMITED","1984-11-15","Retailing",52147969444
"WFL","WELLFULLY LIMITED","2000-05-29","Pharmaceuticals, Biotechnology & Life Sciences",13176978
"WGB","WAM GLOBAL LIMITED","2018-06-22","Not Applic",672116953
"WGN","WAGNERS HOLDING COMPANY LIMITED","2017-12-08","Materials",212947185
"WGO","WARREGO ENERGY LIMITED","2007-12-12","Energy",159005902
"WGR","WESTERN GOLD RESOURCES LIMITED.","2021-07-23","Materials",10375313
"WGX","WESTGOLD RESOURCES LIMITED.","2016-12-06","Materials",665262113
"WHC","WHITEHAVEN COAL LIMITED","2007-06-01","Energy",5120009380
"WHF","WHITEFIELD LIMITED","1971-08-02","Not Applic",609106255
"WHK","WHITEHAWK LIMITED","2018-01-24","Retailing",22317025
"WIA","WIA GOLD LIMITED","2011-03-09","Materials",0
"WIN","WIDGIE NICKEL LIMITED","2021-09-22","Materials",92620250
"WKT","WALKABOUT RESOURCES LTD","2006-11-07","Materials",94977774
"WLD","WELLARD LIMITED","2015-12-10","Food, Beverage & Tobacco",40375024
"WLE","WAM LEADERS LIMITED","2016-05-30","Not Applic",1561407775
"WLS","WCM GLOBAL LONG SHORT LIMITED","2015-08-14","Not Applic",22457887
"WMA","WAM ALTERNATIVE ASSETS LIMITED","2014-06-16","Not Applic",212013693
"WMC","WILUNA MINING CORPORATION LIMITED.","2006-09-28","Materials","N/A"
"WMG","WESTERN MINES GROUP LTD","2021-07-20","Materials",8483500
"WMI","WAM MICROCAP LIMITED","2017-06-28","Not Applic",355538887
"WML","WOOMERA MINING LIMITED","2005-09-15","Materials",13736661
"WNB","WELLNESS AND BEAUTY SOLUTIONS LIMITED","2016-01-14","Consumer Services","N/A"
"WNR","WINGARA AG LTD","1990-01-31","Food, Beverage & Tobacco",10532550
"WNX","WELLNEX LIFE LIMITED","2017-03-15","Food, Beverage & Tobacco",29723970
"WOA","WIDE OPEN AGRICULTURE LTD","2018-07-06","Food, Beverage & Tobacco",92424652
"WOO","WOOBOARD TECHNOLOGIES LIMITED","2015-07-09","Software & Services",3822163
"WOR","WORLEY LIMITED","2002-11-28","Energy",7661553216
"WOT","WOTSO PROPERTY","2011-10-28","Real Estate",212677627
"WOW","WOOLWORTHS GROUP LIMITED","1993-07-12","Food & Staples Retailing",41479030896
"WPR","WAYPOINT REIT","2016-08-03","Real Estate",1751068706
"WQG","WCM GLOBAL GROWTH LIMITED","2017-06-23","Not Applic",213884284
"WR1","WINSOME RESOURCES LIMITED","2021-11-30","Materials",58775140
"WRK","WRKR LTD","2016-12-19","Software & Services",22021991
"WRM","WHITE ROCK MINERALS LIMITED","2010-10-08","Materials",22576989
"WSA","WESTERN AREAS LIMITED","2000-07-28","Materials",1235109715
"WSIDB","WESTSTAR INDUSTRIAL LIMITED","2006-06-07","Materials",0
"WSP","WHISPIR LIMITED","2019-06-19","Software & Services",117144663
"WSR","WESTAR RESOURCES LIMITED","2020-12-17","Materials",4899524
"WTC","WISETECH GLOBAL LIMITED","2016-04-11","Software & Services",13314923002
"WTL","WT FINANCIAL GROUP LIMITED","2015-03-09","Diversified Financials",28897276
"WTN","WINTON LAND LIMITED","2021-12-17","Real Estate",1097470823
"WWG","WISEWAY GROUP LIMITED","2018-10-31","Transportation",27041019
"WWI","WEST WITS MINING LIMITED","2007-12-19","Materials",44117579
"WZR","WISR LIMITED","1989-03-16","Diversified Financials",135620473
"X2M","X2M CONNECT LIMITED","2021-09-22","Technology Hardware & Equipment",14710661
"X64","TEN SIXTY FOUR LIMITED","2003-12-23","Materials",173246789
"XAM","XANADU MINES LTD","2010-12-21","Materials",40955546
"XF1","XREF LIMITED","2007-04-18","Software & Services",88015737
"XPN","XPON TECHNOLOGIES GROUP LIMITED","2021-12-16","Software & Services",50206325
"XRF","XRF SCIENTIFIC LIMITED","2006-10-31","Capital Goods",90368213
"XRG","XREALITY GROUP LTD","2013-01-18","Consumer Services",16169787
"XRO","XERO LIMITED","2012-11-08","Software & Services",13074920701
"XST","XSTATE RESOURCES LIMITED","1988-01-14","Energy",9645545
"XTC","XANTIPPE RESOURCES LIMITED","2007-08-15","Materials",92196683
"XTE","XTEK LIMITED.","2005-09-15","Capital Goods",32198478
"YAL","YANCOAL AUSTRALIA LIMITED","2012-06-28","Energy",8028271777
"YBR","YELLOW BRICK ROAD HOLDINGS LIMITED","2008-01-31","Banks",32456327
"YOJ","YOJEE LIMITED","2010-12-02","Software & Services",80149879
"YOW","YOWIE GROUP LTD","1999-09-15","Food, Beverage & Tobacco",10054123
"YPB","YPB GROUP LTD","2005-03-07","Commercial & Professional Services",6117834
"YRL","YANDAL RESOURCES LIMITED","2018-12-14","Materials",24379226
"Z2U","ZOOM2U TECHNOLOGIES LIMITED","2021-09-10","Software & Services",40733239
"ZAG","ZULEIKA GOLD LIMITED","2010-08-23","Materials",18775823
"ZEO","ZEOTECH LIMITED","2009-10-16","Materials",80820520
"ZER","ZETA RESOURCES LIMITED","2013-06-12","Not Applic",214951468
"ZEU","ZEUS RESOURCES LIMITED","2013-01-21","Energy","N/A"
"ZGL","ZICOM GROUP LIMITED","1970-11-12","Capital Goods",13348463
"ZIM","ZIMPLATS HOLDINGS LIMITED","1998-10-15","Materials",3178539775
"ZIP","ZIP CO LIMITED..","2009-12-09","Diversified Financials",584745652
"ZLD","ZELIRA THERAPEUTICS LIMITED","2003-07-28","Pharmaceuticals, Biotechnology & Life Sciences",11684082
"ZMI","ZINC OF IRELAND NL","2007-09-18","Materials",13739002
"ZMM","ZIMI LIMITED","2007-09-10","Technology Hardware & Equipment",7839355
"ZNC","ZENITH MINERALS LIMITED","2007-05-29","Materials",132403100
"ZNO","ZOONO GROUP LIMITED","1988-07-21","Materials",32450282
